Data number,Slot opening width Bs0 (mm),Axial length of permanent magnet/moving pole distance a,Air gap thickness gap (mm),Coil radial width rcoil (mm),Permanent magnet radial length rpm (mm),Average thrust (N),Thrust fluctuation (N),Average copper loss (W)
1423,2.2,0.8,1.1,8,6.8,100.4392275,51.08952355,19.22346413
1424,2.5,0.8,1.1,8,6.8,100.8665537,56.29813573,19.22346413
1425,2.8,0.8,1.1,8,6.8,102.4001663,55.46177442,19.22346413
1426,2.2,0.8,1.1,9,6.8,107.3850697,73.10201128,22.0512079
1427,2.5,0.8,1.1,9,6.8,104.3595764,85.58932929,22.0512079
1428,2.8,0.8,1.1,9,6.8,103.366128,83.7175139,22.0512079
1429,2.2,0.8,1.1,10,6.8,123.957389,74.42196299,24.96808152
1430,2.5,0.8,1.1,10,6.8,125.8103708,79.49018051,24.96808152
1431,2.8,0.8,1.1,10,6.8,124.6710576,79.29448284,24.96808152
1432,2.2,0.8,1.3,8,6.8,89.08282848,56.27536575,19.3956301
1433,2.5,0.8,1.3,8,6.8,87.84683452,56.0646252,19.3956301
1434,2.8,0.8,1.3,8,6.8,95.14196401,59.59216896,19.3956301
1435,2.2,0.8,1.3,9,6.8,105.8273774,71.38809094,22.2453315
1436,2.5,0.8,1.3,9,6.8,104.4177808,71.92717086,22.2453315
1437,2.8,0.8,1.3,9,6.8,116.1798885,82.40403738,22.2453315
1438,2.2,0.8,1.3,10,6.8,121.4230169,66.84680606,25.18428894
1439,2.5,0.8,1.3,10,6.8,125.6997701,65.14579714,25.18428894
1440,2.8,0.8,1.3,10,6.8,115.9527013,66.23418309,25.18428894
